學期,學號,取得學分,操行,班排百分比,就學現況,入學身分,入學方式,畢業方式,身心狀況,原住民,新住民,新住民(國籍),入學年,名單中
108-2,10816***,25,81,0.829787234,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,25,86,0.85106383,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,22,82,0.872340426,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,18,80,0.914893617,新生,一般生,甄選入學,肄業,正常,無,無,,108,一般生
108-2,10816***,18,83,0.936170213,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,18,82,0.957446809,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,15,82,0.978723404,新生,一般生,技優甄審,一般,正常,無,無,,108,一般生
108-2,10816***,23,83,0.02173913,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,25,87,0.043478261,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,25,86,0.065217391,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,25,83,0.086956522,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,23,83,0.108695652,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,25,83,0.130434783,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,25,86,0.152173913,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10810***,25,83,0.173913043,轉系(科生),一般生,獨招,一般,正常,無,無,,108,一般生
108-2,10816***,25,83,0.195652174,新生,一般生,繁星入學,一般,正常,無,無,,108,一般生
108-2,10816***,25,83,0.217391304,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10810***,25,83,0.239130435,轉系(科生),一般生,獨招,一般,正常,無,無,,108,一般生
108-2,10816***,25,85,0.260869565,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,23,83,0.282608696,新生,一般生,技優甄審,一般,正常,無,無,,108,一般生
108-2,10816***,23,83,0.304347826,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,25,85,0.326086957,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,25,83,0.347826087,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,25,83,0.369565217,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,25,83,0.391304348,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,25,83,0.413043478,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,23,83,0.434782609,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,25,80,0.456521739,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,21,83,0.47826087,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,23,83,0.5,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,25,83,0.52173913,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,25,83,0.543478261,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,25,83,0.565217391,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,25,83,0.586956522,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,23,83,0.652173913,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,21,83,0.673913043,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,21,83,0.695652174,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,21,83,0.717391304,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,23,83,0.739130435,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,22,83,0.760869565,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,22,83,0.782608696,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,23,83,0.826086957,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,23,83,0.847826087,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,23,83,0.869565217,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,16,83,0.891304348,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10816***,18,83,0.913043478,新生,一般生,甄選入學,肄業,正常,無,無,,108,一般生
108-2,10816***,22,83,0.934782609,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,21,83,0.956521739,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10816***,13,83,0.97826087,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,20,86,0.018181818,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,18,89,0.036363636,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,20,84,0.054545455,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,20,90,0.072727273,新生,一般生,繁星入學,一般,正常,無,無,,108,一般生
108-2,10814***,20,85,0.090909091,新生,一般生,繁星入學,一般,正常,無,無,,108,一般生
108-2,10814***,18,88,0.109090909,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,18,84,0.127272727,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,18,87,0.145454545,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,20,87,0.163636364,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,22,85,0.181818182,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,20,95,0.2,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,20,88,0.218181818,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,20,84,0.236363636,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,20,89,0.254545455,新生,一般生,甄選入學,肄業,正常,無,無,,108,一般生
108-2,10814***,18,84,0.272727273,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,18,86,0.290909091,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,18,87,0.309090909,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,18,85,0.327272727,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,20,88,0.345454545,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,18,88,0.363636364,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,18,85,0.381818182,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,16,84,0.4,新生,一般生,甄選入學,肄業,正常,無,無,,108,一般生
108-2,10814***,18,84,0.418181818,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,14,85,0.436363636,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,16,87,0.454545455,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,18,84,0.472727273,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,16,84,0.490909091,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,16,87,0.509090909,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10812***,18,84,0.527272727,轉系(科生),一般生,申請入學,一般,正常,無,無,,108,一般生
108-2,10814***,16,89,0.545454545,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,16,84,0.563636364,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,16,84,0.581818182,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,18,85,0.6,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,16,93,0.618181818,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,16,84,0.636363636,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,18,84,0.654545455,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,18,84,0.672727273,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,16,84,0.690909091,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,16,82,0.709090909,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,16,84,0.727272727,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,16,83,0.745454545,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,14,84,0.763636364,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,18,84,0.781818182,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,14,85,0.8,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,14,83,0.818181818,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,16,85,0.854545455,新生,一般生,甄選入學,肄業,正常,無,無,,108,一般生
108-2,10814***,16,83,0.872727273,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,10,85,0.890909091,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,14,85,0.909090909,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,10,86,0.927272727,新生,一般生,甄選入學,肄業,正常,無,無,,108,一般生
108-2,10810***,10,82,0.945454545,轉系(科生),一般生,獨招,一般,正常,無,無,,108,一般生
108-2,10814***,8,82,0.963636364,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10810***,8,82,1,轉系(科生),一般生,獨招,一般,正常,無,無,,108,一般生
108-2,10814***,20,90,0.01754386,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,20,92,0.035087719,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,20,91,0.052631579,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,22,91,0.070175439,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,20,86,0.087719298,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,16,87,0.105263158,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,16,86,0.140350877,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,22,95,0.157894737,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,20,86,0.175438596,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,20,83,0.192982456,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,18,87,0.210526316,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,20,85,0.228070175,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,22,84,0.245614035,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,22,88,0.263157895,新生,一般生,繁星入學,一般,正常,無,無,,108,一般生
108-2,10814***,18,85,0.280701754,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,20,84,0.298245614,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,18,85,0.315789474,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,16,84,0.350877193,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,20,85,0.368421053,新生,一般生,繁星入學,一般,正常,無,無,,108,一般生
108-2,10814***,18,87,0.385964912,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,20,85,0.403508772,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,20,88,0.421052632,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,16,84,0.438596491,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,16,90,0.456140351,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,14,86,0.473684211,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,14,84,0.50877193,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,16,83,0.526315789,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,16,84,0.543859649,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,19,84,0.561403509,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,18,84,0.578947368,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,16,85,0.596491228,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,16,79,0.614035088,新生,一般生,聯合分發,肄業,正常,無,無,,108,一般生
108-2,10814***,16,85,0.631578947,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,16,86,0.649122807,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,10,84,0.666666667,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,10,86,0.701754386,轉系(科生),一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,10,86,0.719298246,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,12,88,0.736842105,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,16,82,0.754385965,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,12,84,0.789473684,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,10,83,0.824561404,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,14,83,0.842105263,新生,一般生,聯合分發,肄業,正常,無,無,,108,一般生
108-2,10814***,10,81,0.859649123,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10814***,10,81,0.929824561,轉系(科生),一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10814***,6,80,0.98245614,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,25,95,0.016666667,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,23,89,0.033333333,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,23,89,0.05,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,23,89,0.066666667,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,23,91,0.083333333,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,23,89,0.133333333,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,24,89,0.15,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,22,89,0.166666667,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,22,92,0.183333333,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,22,92,0.2,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,23,89,0.216666667,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,23,91,0.233333333,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,22,89,0.25,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,23,90,0.266666667,新生,一般生,甄選入學,一般,正常,無,無,,108,一般生
108-2,10811***,22,92,0.283333333,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
108-2,10811***,23,92,0.3,新生,一般生,聯合分發,一般,正常,無,無,,108,一般生
