type,time,year,month,date,breau,station,lat,lon
汽車竊盜,1040311,104,3,11,龍潭分局,高平所,24.8380235,121.1939831
汽車竊盜,1040310,104,3,10,桃園分局,中路所,24.9934109,121.290554
汽車竊盜,1040309,104,3,9,楊梅分局,上湖所,24.9133651,121.122771
汽車竊盜,1040308,104,3,8,蘆竹分局,南崁所,25.060185,121.279365
汽車竊盜,1040308,104,3,8,大園分局,新坡所,25.0492632,121.193945
汽車竊盜,1040308,104,3,8,中壢分局,文化所,24.9721514,121.2053963
汽車竊盜,1040308,104,3,8,中壢分局,龍興所,24.9354337,121.2488023
汽車竊盜,1040307,104,3,7,龜山分局,迴龍所,25.0157443,121.3920181
汽車竊盜,1040307,104,3,7,楊梅分局,楊梅所,24.9242108,121.1366715
汽車竊盜,1040306,104,3,6,中壢分局,文化所,24.982268,121.24671
汽車竊盜,1040305,104,3,5,八德分局,大安所,24.9679747,121.3066237
汽車竊盜,1040303,104,3,3,龜山分局,大坑所,25.0435895,121.3005896
汽車竊盜,1040303,104,3,3,中壢分局,仁愛所,24.9562442,121.2285144
汽車竊盜,1040303,104,3,3,楊梅分局,草湳所,24.9222812,121.1869594
汽車竊盜,1040303,104,3,3,龍潭分局,石門所,24.8529479,121.2231222
汽車竊盜,1040302,104,3,2,中壢分局,興國所,24.9792441,121.217362
汽車竊盜,1040301,104,3,1,桃園分局,中路所,24.9945967,121.3024016
汽車竊盜,1040301,104,3,1,龍潭分局,中興所,24.8740351,121.2309079
汽車竊盜,1040301,104,3,1,龍潭分局,中興所,24.8444927,121.2053963
汽車竊盜,1040228,104,2,28,龍潭分局,三和所,24.8541691,121.1966768
汽車竊盜,1040227,104,2,27,中壢分局,普仁所,24.952957,121.231314
汽車竊盜,1040227,104,2,27,楊梅分局,草湳所,24.9242108,121.1366715
汽車竊盜,1040227,104,2,27,大溪分局,圳頂所,24.8939908,121.2623929
汽車竊盜,1040226,104,2,26,蘆竹分局,南崁所,25.0882694,121.2755691
汽車竊盜,1040226,104,2,26,八德分局,八德所,24.9266163,121.2875956
汽車竊盜,1040225,104,2,25,龜山分局,坪頂所,25.0471668,121.3567008
汽車竊盜,1040225,104,2,25,楊梅分局,新屋所,24.9840703,121.1060587
汽車竊盜,1040225,104,2,25,中壢分局,大崙所,24.9838762,121.1881637
汽車竊盜,1040225,104,2,25,中壢分局,中福所,24.9777384,121.235881
汽車竊盜,1040225,104,2,25,平鎮分局,宋屋所,24.9540779,121.188259
汽車竊盜,1040225,104,2,25,楊梅分局,富岡所,24.9403561,121.087186
汽車竊盜,1040225,104,2,25,楊梅分局,新屋所,24.9372305,121.0897629
汽車竊盜,1040225,104,2,25,楊梅分局,楊梅所,24.9126981,121.1308958
汽車竊盜,1040224,104,2,24,中壢分局,興國所,24.9701368,121.2237764
汽車竊盜,1040224,104,2,24,平鎮分局,宋屋所,24.9542781,121.2124116
汽車竊盜,1040224,104,2,24,平鎮分局,龍岡所,24.9241589,121.2414728
汽車竊盜,1040223,104,2,23,蘆竹分局,大竹所,25.0193683,121.2661217
汽車竊盜,1040223,104,2,23,桃園分局,同安所,25.0184284,121.3005335
汽車竊盜,1040223,104,2,23,中壢分局,興國所,24.9871831,121.222022
汽車竊盜,1040222,104,2,22,蘆竹分局,南崁所,25.0533791,121.2902121
汽車竊盜,1040222,104,2,22,蘆竹分局,南崁所,25.0518232,121.2976107
汽車竊盜,1040221,104,2,21,中壢分局,大崙所,25.018276,121.185278
汽車竊盜,1040220,104,2,20,平鎮分局,宋屋所,24.948998,121.206924
汽車竊盜,1040220,104,2,20,楊梅分局,草湳所,24.9102617,121.1701076
汽車竊盜,1040219,104,2,19,楊梅分局,埔頂所,24.9242108,121.1366715
汽車竊盜,1040218,104,2,18,大園分局,大園所,25.0584055,121.1975438
汽車竊盜,1040218,104,2,18,蘆竹分局,南崁所,25.0465113,121.2885077
汽車竊盜,1040218,104,2,18,大園分局,埔心所,25.0347765,121.2283738
汽車竊盜,1040218,104,2,18,中壢分局,龍興所,24.9436661,121.2246176
汽車竊盜,1040217,104,2,17,桃園分局,埔子所,25.0289183,121.2925967
汽車竊盜,1040217,104,2,17,桃園分局,同安所,25.0228949,121.3135272
汽車竊盜,1040217,104,2,17,桃園分局,同安所,25.0220839,121.3099095
汽車竊盜,1040217,104,2,17,桃園分局,同安所,24.9998896,121.3083527
汽車竊盜,1040217,104,2,17,楊梅分局,草湳所,24.9176914,121.1778626
汽車竊盜,1040217,104,2,17,龍潭分局,龍潭所,24.8444927,121.2053963
汽車竊盜,1040216,104,2,16,大園分局,大園所,25.0655352,121.1885586
汽車竊盜,1040216,104,2,16,大園分局,竹圍所,25.0492632,121.193945
汽車竊盜,1040216,104,2,16,大園分局,大園所,25.0459705,121.2133531
汽車竊盜,1040216,104,2,16,中壢分局,內壢所,24.9772361,121.2542889
汽車竊盜,1040216,104,2,16,八德分局,四維所,24.9531334,121.3073118
汽車竊盜,1040216,104,2,16,八德分局,大安所,24.9518124,121.3118088
汽車竊盜,1040215,104,2,15,大園分局,埔心所,25.0510638,121.219267
汽車竊盜,1040215,104,2,15,大園分局,草漯所,25.048876,121.143117
汽車竊盜,1040215,104,2,15,蘆竹分局,大竹所,25.0227797,121.2427979
汽車竊盜,1040215,104,2,15,中壢分局,中壢所,24.9496357,121.2267747
汽車竊盜,1040215,104,2,15,平鎮分局,龍岡所,24.9238711,121.2359797
汽車竊盜,1040215,104,2,15,龍潭分局,龍潭所,24.902308,121.230187
汽車竊盜,1040215,104,2,15,大溪分局,永福所,24.9013411,121.3174113
汽車竊盜,1040215,104,2,15,大溪分局,圳頂所,24.896772,121.2739969
汽車竊盜,1040213,104,2,13,中壢分局,龍興所,24.9451883,121.2229209
汽車竊盜,1040212,104,2,12,龜山分局,龜山所,24.9964429,121.3431459
汽車竊盜,1040212,104,2,12,八德分局,大安所,24.9658394,121.3273555
汽車竊盜,1040212,104,2,12,龍潭分局,石門所,24.8495992,121.229402
汽車竊盜,1040211,104,2,11,大園分局,草漯所,25.0371298,121.2328371
汽車竊盜,1040211,104,2,11,楊梅分局,草湳所,24.9004057,121.1579574
汽車竊盜,1040210,104,2,10,蘆竹分局,南崁所,25.0636781,121.2849246
汽車竊盜,1040210,104,2,10,平鎮分局,平鎮所,24.9087776,121.2075974
汽車竊盜,1040209,104,2,9,大園分局,竹圍所,25.109026,121.2501505
汽車竊盜,1040209,104,2,9,大園分局,新坡所,25.0492632,121.193945
汽車竊盜,1040209,104,2,9,大園分局,草漯所,25.0492632,121.193945
汽車竊盜,1040209,104,2,9,大園分局,草漯所,25.046948,121.141264
汽車竊盜,1040209,104,2,9,大園分局,草漯所,25.0371298,121.2328371
汽車竊盜,1040209,104,2,9,大園分局,觀音所,25.0272636,121.1052719
汽車竊盜,1040209,104,2,9,中壢分局,龍興所,24.9336839,121.236668
汽車竊盜,1040208,104,2,8,大園分局,大園所,25.056919,121.186988
汽車竊盜,1040208,104,2,8,蘆竹分局,南崁所,25.052074,121.2943647
汽車竊盜,1040208,104,2,8,平鎮分局,宋屋所,24.946009,121.19985
汽車竊盜,1040207,104,2,7,大園分局,大園所,25.0782056,121.211329
汽車竊盜,1040207,104,2,7,大園分局,草漯所,25.0410887,121.1426558
汽車竊盜,1040207,104,2,7,大園分局,觀音所,25.0319716,121.1013686
汽車竊盜,1040207,104,2,7,龜山分局,龜山所,25.0254787,121.3527956
汽車竊盜,1040207,104,2,7,中壢分局,自強所,24.964737,121.259091
汽車竊盜,1040206,104,2,6,八德分局,高明所,24.9723202,121.2746753
汽車竊盜,1040206,104,2,6,平鎮分局,宋屋所,24.9502109,121.2071973
汽車竊盜,1040204,104,2,4,龜山分局,坪頂所,25.061917,121.362922
汽車竊盜,1040203,104,2,3,龜山分局,大坑所,25.0451873,121.3009866
汽車竊盜,1040203,104,2,3,中壢分局,仁愛所,24.947666,121.2479238
汽車竊盜,1040202,104,2,2,桃園分局,青溪所,25.0077556,121.3254489
汽車竊盜,1040202,104,2,2,中壢分局,興國所,24.9583109,121.21613
汽車竊盜,1040201,104,2,1,中壢分局,普仁所,24.9558318,121.2362905
汽車竊盜,1040201,104,2,1,中壢分局,中壢所,24.9533744,121.2260272
汽車竊盜,1040201,104,2,1,八德分局,八德所,24.9443315,121.2965204
汽車竊盜,1040201,104,2,1,八德分局,廣興所,24.9306107,121.2709392
汽車竊盜,1040131,104,1,31,龜山分局,龜山所,25.0019824,121.3478183
汽車竊盜,1040130,104,1,30,龜山分局,大華所,25.0593951,121.3706762
汽車竊盜,1040130,104,1,30,中壢分局,興國所,24.9820769,121.22246
汽車竊盜,1040130,104,1,30,中壢分局,中壢所,24.948051,121.227342
汽車竊盜,1040129,104,1,29,大園分局,草漯所,25.0388626,121.1301367
汽車竊盜,1040129,104,1,29,桃園分局,同安所,25.028517,121.303815
汽車竊盜,1040129,104,1,29,龜山分局,龜山所,24.9901265,121.333212
汽車竊盜,1040128,104,1,28,楊梅分局,富岡所,24.9242108,121.1366715
汽車竊盜,1040127,104,1,27,桃園分局,青溪所,25.0031699,121.3193651
汽車竊盜,1040127,104,1,27,桃園分局,偵查隊,24.985691,121.3158221
汽車竊盜,1040127,104,1,27,楊梅分局,埔頂所,24.960278,121.114616
汽車竊盜,1040127,104,1,27,平鎮分局,宋屋所,24.9422224,121.2099402
汽車竊盜,1040126,104,1,26,龍潭分局,聖亭所,24.8750267,121.2136791
汽車竊盜,1040126,104,1,26,龍潭分局,龍潭所,24.8675185,121.2112566
汽車竊盜,1040125,104,1,25,龜山分局,大華所,25.0529295,121.3682253
汽車竊盜,1040125,104,1,25,八德分局,八德所,24.9358775,121.2854341
汽車竊盜,1040123,104,1,23,八德分局,高明所,24.9738339,121.270473
汽車竊盜,1040121,104,1,21,蘆竹分局,外社所,25.1021757,121.2600406
汽車竊盜,1040121,104,1,21,八德分局,廣興所,24.9206959,121.2553795
汽車竊盜,1040119,104,1,19,大園分局,大園所,25.0504269,121.185675
汽車竊盜,1040119,104,1,19,中壢分局,文化所,24.9873536,121.2517889
汽車竊盜,1040119,104,1,19,中壢分局,興國所,24.9603948,121.2058646
汽車竊盜,1040119,104,1,19,八德分局,八德所,24.9284424,121.2923341
汽車竊盜,1040118,104,1,18,蘆竹分局,外社所,25.084889,121.29297
汽車竊盜,1040118,104,1,18,楊梅分局,幼獅所,24.9334375,121.1583904
汽車竊盜,1040117,104,1,17,楊梅分局,上湖所,24.9343795,121.1227083
汽車竊盜,1040117,104,1,17,八德分局,八德所,24.9269008,121.2966281
汽車竊盜,1040117,104,1,17,楊梅分局,草湳所,24.911478,121.176771
汽車竊盜,1040117,104,1,17,楊梅分局,草湳所,24.9095688,121.1772958
汽車竊盜,1040116,104,1,16,桃園分局,同安所,25.0241601,121.3063351
汽車竊盜,1040115,104,1,15,楊梅分局,草湳所,24.9200393,121.1776661
汽車竊盜,1040115,104,1,15,大溪分局,圳頂所,24.9150577,121.2898246
汽車竊盜,1040114,104,1,14,蘆竹分局,南崁所,25.0537894,121.2844803
汽車竊盜,1040114,104,1,14,龜山分局,龜山所,25.0013461,121.3493035
汽車竊盜,1040114,104,1,14,桃園分局,埔子所,25.001116,121.305833
汽車竊盜,1040114,104,1,14,中壢分局,文化所,24.96416,121.2381661
汽車竊盜,1040114,104,1,14,楊梅分局,草湳所,24.9099021,121.1770657
汽車竊盜,1040114,104,1,14,大溪分局,圳頂所,24.9030272,121.2800445
汽車竊盜,1040113,104,1,13,平鎮分局,建安所,24.9261066,121.2248874
汽車竊盜,1040112,104,1,12,平鎮分局,宋屋所,24.9544986,121.2050849
汽車竊盜,1040112,104,1,12,平鎮分局,建安所,24.905983,121.2425506
汽車竊盜,1040111,104,1,11,大園分局,大園所,25.0675591,121.2043818
汽車竊盜,1040111,104,1,11,中壢分局,中福所,24.9720657,121.2357826
汽車竊盜,1040111,104,1,11,楊梅分局,幼獅所,24.9569622,121.1748416
汽車竊盜,1040110,104,1,10,桃園分局,埔子所,25.0079452,121.2996238
汽車竊盜,1040110,104,1,10,桃園分局,龍安所,24.9833893,121.2691326
汽車竊盜,1040109,104,1,9,中壢分局,仁愛所,24.9456881,121.2525174
汽車竊盜,1040109,104,1,9,八德分局,廣興所,24.9382689,121.2712203
汽車竊盜,1040109,104,1,9,大溪分局,圳頂所,24.8976908,121.2823266
汽車竊盜,1040108,104,1,8,八德分局,八德所,24.9269008,121.2966281
汽車竊盜,1040108,104,1,8,楊梅分局,楊梅所,24.9027155,121.1255286
汽車竊盜,1040106,104,1,6,蘆竹分局,南崁所,25.0525741,121.3004216
汽車竊盜,1040106,104,1,6,蘆竹分局,大竹所,25.031269,121.238012
汽車竊盜,1040106,104,1,6,中壢分局,文化所,24.9760863,121.2496298
汽車竊盜,1040106,104,1,6,中壢分局,興國所,24.960024,121.203599
汽車竊盜,1040106,104,1,6,中壢分局,仁愛所,24.945009,121.2595321
汽車竊盜,1040105,104,1,5,蘆竹分局,大竹所,25.0072962,121.2633066
汽車竊盜,1040105,104,1,5,八德分局,大安所,24.9668417,121.3234928
汽車竊盜,1040104,104,1,4,大溪分局,中新所,24.8912858,121.2781923
汽車竊盜,1040104,104,1,4,龍潭分局,石門所,24.8271291,121.2449475
汽車竊盜,1040103,104,1,3,中壢分局,龍興所,24.928915,121.24326
汽車竊盜,1040102,104,1,2,桃園分局,武陵所,24.9903399,121.316618
汽車竊盜,1040102,104,1,2,楊梅分局,楊梅所,24.938899,121.1277492
汽車竊盜,1040101,104,1,1,中壢分局,仁愛所,24.9549373,121.2312453
汽車竊盜,1040101,104,1,1,中壢分局,龍興所,24.9330225,121.2370819
汽車竊盜,1040101,104,1,1,楊梅分局,草湳所,24.9093868,121.1825157
